epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
56,1508.15,2.03738,4.74472,6.32863,0.02343,0.84071,0.40999,0.0244,0.00778,0.00161,0.00048,0.01958,0.00452,0.00024,0.0001,1.97664,4.7157,6.54982,0.02526,0,0,0.000454818,0.000454818,0.000454818
57,1535.23,2.03345,4.74768,6.3392,0.02347,0.84375,0.40792,0.02574,0.00822,0.00184,0.00064,0.01995,0.00482,0.00024,9e-05,1.97865,4.74314,6.56363,0.02526,0,0,0.000450106,0.000450106,0.000450106
58,1562.42,2.03289,4.76359,6.34595,0.02336,0.8491,0.40932,0.02725,0.00849,0.00153,0.00048,0.02204,0.00541,0.00029,0.0001,1.97439,4.68482,6.53565,0.02526,0,0,0.000445393,0.000445393,0.000445393
59,1589.46,2.03756,4.77787,6.33024,0.02381,0.85415,0.41083,0.02499,0.00784,0.00184,0.00063,0.02009,0.00525,0.00025,9e-05,1.97954,4.73626,6.54954,0.02533,0,0,0.000440681,0.000440681,0.000440681
60,1616.61,2.02885,4.75916,6.33713,0.02347,0.84694,0.40489,0.02569,0.00825,0.00168,0.00049,0.0193,0.0047,0.00023,9e-05,1.97495,4.71404,6.56265,0.02528,0,0,0.000435968,0.000435968,0.000435968
61,1643.44,2.03559,4.78518,6.33614,0.02391,0.85917,0.40734,0.02736,0.0084,0.00187,0.00063,0.02117,0.00488,0.00024,9e-05,1.97663,4.74083,6.5602,0.02525,0,0,0.000431256,0.000431256,0.000431256
62,1670.4,2.0496,4.79053,6.32705,0.02404,0.8544,0.40714,0.02546,0.00822,0.00197,0.00067,0.01948,0.00472,0.00025,0.0001,1.97648,4.70089,6.54667,0.0253,0,0,0.000426544,0.000426544,0.000426544
63,1697.51,2.03841,4.76552,6.31905,0.02369,0.84608,0.40468,0.02502,0.00827,0.00167,0.0005,0.01933,0.0051,0.00058,0.00013,1.97648,4.71926,6.54206,0.02529,0,0,0.000421831,0.000421831,0.000421831
64,1724.41,2.03001,4.76942,6.34448,0.02353,0.84413,0.40366,0.02741,0.00859,0.00166,0.00049,0.02153,0.00539,0.00025,0.0001,1.97592,4.72317,6.56938,0.0253,0,0,0.000417119,0.000417119,0.000417119
65,1751.57,2.03541,4.76085,6.32087,0.02339,0.84198,0.40665,0.02719,0.00824,0.00164,0.00047,0.02194,0.00512,0.00024,9e-05,1.97566,4.71781,6.55829,0.02521,0,0,0.000412406,0.000412406,0.000412406
66,1779.01,2.03174,4.76661,6.34057,0.02335,0.84229,0.40548,0.02693,0.00857,0.00148,0.00048,0.02042,0.00495,0.0002,9e-05,1.97182,4.66825,6.54035,0.02527,0,0,0.000407694,0.000407694,0.000407694
67,1806.21,2.03167,4.77727,6.34602,0.02356,0.84661,0.40636,0.02663,0.00865,0.00163,0.0005,0.01969,0.00497,0.00024,0.0001,1.97311,4.68291,6.55428,0.02527,0,0,0.000402982,0.000402982,0.000402982
68,1833.13,2.02723,4.76581,6.33646,0.02368,0.85933,0.40588,0.02536,0.00776,0.00166,0.00049,0.02022,0.00442,0.00023,9e-05,1.97454,4.70942,6.56593,0.02523,0,0,0.000398269,0.000398269,0.000398269
