epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
56,1917.04,2.65419,4.69222,5.86567,0.03297,0.79735,0.76794,0.04024,0.00407,0.00121,0.00032,0.02298,0.00183,0.00022,0.0001,2.58095,4.65503,6.00756,0.03494,0,0,0.000454818,0.000454818,0.000454818
57,1950.38,2.65701,4.69704,5.87036,0.033,0.79985,0.76069,0.04001,0.00411,0.00122,0.00032,0.02293,0.00187,0.00021,0.00011,2.58014,4.66831,6.01624,0.03483,0,0,0.000450106,0.000450106,0.000450106
58,1983.81,2.65758,4.70838,5.87655,0.03309,0.80383,0.76566,0.02978,0.00364,0.00118,0.00029,0.01457,0.00146,0.00018,0.0001,2.57531,4.64199,5.99309,0.03482,0,0,0.000445393,0.000445393,0.000445393
59,2018.92,2.65209,4.70803,5.86641,0.03338,0.81108,0.76324,0.03697,0.00405,0.00118,0.0003,0.0215,0.00177,0.00021,0.0001,2.58295,4.6635,6.00615,0.03495,0,0,0.000440681,0.000440681,0.000440681
60,2064.77,2.64938,4.68988,5.86974,0.03292,0.80024,0.76137,0.03703,0.00399,0.00117,0.00036,0.01746,0.00169,0.00018,9e-05,2.57665,4.65151,6.01119,0.03483,0,0,0.000435968,0.000435968,0.000435968
61,2098.41,2.65522,4.70726,5.87191,0.03352,0.81374,0.76359,0.03295,0.00383,0.00119,0.00031,0.01762,0.00165,0.0002,0.0001,2.58003,4.65771,6.0171,0.03487,0,0,0.000431256,0.000431256,0.000431256
62,2132.22,2.65943,4.70071,5.86587,0.03352,0.81013,0.75799,0.03342,0.00379,0.0012,0.00032,0.02066,0.00167,0.00021,0.0001,2.58017,4.63989,6.00624,0.03491,0,0,0.000426544,0.000426544,0.000426544
63,2166.04,2.65851,4.70104,5.85902,0.03324,0.80181,0.75078,0.03519,0.00395,0.00125,0.00033,0.02122,0.00177,0.00021,0.0001,2.57946,4.64839,5.99764,0.03493,0,0,0.000421831,0.000421831,0.000421831
64,2200.98,2.65034,4.71308,5.87251,0.03303,0.79957,0.75429,0.03597,0.00399,0.00119,0.00031,0.02335,0.00187,0.00023,0.00012,2.57852,4.65829,6.01958,0.0349,0,0,0.000417119,0.000417119,0.000417119
65,2235.53,2.66044,4.69932,5.86395,0.03306,0.79896,0.75795,0.03638,0.00377,0.00121,0.00031,0.02144,0.00171,0.0002,0.0001,2.58171,4.65909,6.01477,0.03494,0,0,0.000412406,0.000412406,0.000412406
66,2270.25,2.65284,4.69724,5.87206,0.03294,0.79843,0.7592,0.03587,0.00355,0.00121,0.00032,0.02067,0.00171,0.0002,0.0001,2.57437,4.62861,5.99741,0.03481,0,0,0.000407694,0.000407694,0.000407694
67,2304.59,2.65947,4.71184,5.87371,0.03316,0.80401,0.75308,0.037,0.00351,0.00124,0.00033,0.02193,0.00167,0.00022,0.00011,2.57541,4.64607,6.00992,0.03485,0,0,0.000402982,0.000402982,0.000402982
68,2339.08,2.64733,4.6974,5.87038,0.03323,0.81148,0.74988,0.03043,0.00364,0.00122,0.00031,0.01719,0.00152,0.00019,9e-05,2.5784,4.64552,6.01704,0.0348,0,0,0.000398269,0.000398269,0.000398269
69,2373.68,2.64848,4.69273,5.85459,0.03261,0.7926,0.75008,0.03035,0.0038,0.00127,0.00033,0.01648,0.00162,0.00018,0.0001,2.57329,4.63688,5.98805,0.03477,0,0,0.000393557,0.000393557,0.000393557
70,2408.31,2.65938,4.68607,5.87327,0.03292,0.79098,0.74709,0.03445,0.00345,0.00119,0.00031,0.02206,0.00167,0.00021,0.0001,2.57059,4.64253,6.00051,0.03473,0,0,0.000388844,0.000388844,0.000388844
71,2442.64,2.65304,4.70019,5.86577,0.03321,0.80541,0.74881,0.03167,0.00339,0.0012,0.00037,0.0216,0.00167,0.0002,9e-05,2.57657,4.65069,6.01376,0.03482,0,0,0.000384132,0.000384132,0.000384132
72,2477.01,2.65875,4.68757,5.86321,0.03263,0.78903,0.7564,0.03352,0.00347,0.00127,0.00034,0.02057,0.00168,0.00019,0.0001,2.56854,4.63385,5.99654,0.0347,0,0,0.00037942,0.00037942,0.00037942
73,2511.41,2.67015,4.70363,5.86778,0.03326,0.80084,0.75331,0.03367,0.00389,0.00119,0.0003,0.0192,0.00171,0.0002,0.0001,2.5792,4.65891,6.00707,0.03489,0,0,0.000374707,0.000374707,0.000374707
74,2546.24,2.64672,4.70424,5.87287,0.03311,0.80544,0.74406,0.03547,0.00383,0.00115,0.00029,0.02163,0.00177,0.0002,9e-05,2.57586,4.65737,6.00521,0.03482,0,0,0.000369995,0.000369995,0.000369995
75,2580.69,2.65491,4.70809,5.87092,0.03331,0.81078,0.73816,0.03176,0.0037,0.00119,0.00036,0.01657,0.00152,0.0002,0.0001,2.57784,4.64792,6.00784,0.03483,0,0,0.000365282,0.000365282,0.000365282
76,2615.44,2.64944,4.70274,5.86989,0.03325,0.80368,0.74825,0.02844,0.00352,0.00114,0.00029,0.01871,0.00158,0.00019,0.0001,2.57496,4.63243,6.00797,0.0348,0,0,0.00036057,0.00036057,0.00036057
77,2650.18,2.66009,4.70295,5.87209,0.03283,0.79246,0.73915,0.02969,0.00354,0.00119,0.00036,0.01588,0.00142,0.00019,9e-05,2.57373,4.64046,6.00817,0.03479,0,0,0.000355858,0.000355858,0.000355858
78,2685,2.65836,4.6862,5.86719,0.03323,0.80057,0.74036,0.03243,0.0037,0.00121,0.00031,0.01881,0.00158,0.00018,0.0001,2.58166,4.65284,6.03296,0.03495,0,0,0.000351145,0.000351145,0.000351145
79,2720.2,2.66316,4.69979,5.87051,0.03332,0.80733,0.74312,0.03559,0.00389,0.00119,0.00037,0.02261,0.00177,0.00022,0.0001,2.57386,4.64156,6.00357,0.03477,0,0,0.000346433,0.000346433,0.000346433
80,2754.15,2.66177,4.71746,5.86771,0.03355,0.80877,0.73415,0.0324,0.00351,0.00123,0.00033,0.01946,0.00167,0.0002,0.0001,2.58081,4.65245,6.01884,0.03494,0,0,0.00034172,0.00034172,0.00034172
81,2788.93,2.65284,4.69362,5.86642,0.03278,0.79849,0.73962,0.03016,0.00331,0.00123,0.00032,0.01694,0.00152,0.00019,9e-05,2.57283,4.64009,6.00757,0.03482,0,0,0.000337008,0.000337008,0.000337008
82,2823.62,2.65161,4.70107,5.86132,0.03326,0.80678,0.73655,0.03673,0.00405,0.00126,0.00033,0.02043,0.00181,0.0002,0.0001,2.58024,4.65727,6.01165,0.03495,0,0,0.000332296,0.000332296,0.000332296
83,2857.84,2.66258,4.70198,5.86349,0.03315,0.80017,0.73517,0.03569,0.00389,0.00121,0.00032,0.0224,0.00177,0.00021,0.00011,2.57666,4.64775,6.01592,0.03485,0,0,0.000327583,0.000327583,0.000327583
84,2892.44,2.65106,4.6954,5.87131,0.03289,0.79827,0.74017,0.0315,0.0029,0.00115,0.00029,0.02019,0.00158,0.0002,0.00011,2.57457,4.64063,6.01818,0.03484,0,0,0.000322871,0.000322871,0.000322871
85,2927.04,2.64944,4.6955,5.87705,0.0329,0.79065,0.7419,0.03507,0.00353,0.00126,0.00034,0.02372,0.00187,0.00021,0.00011,2.57521,4.63115,6.00272,0.03491,0,0,0.000318158,0.000318158,0.000318158
86,2961.8,2.64666,4.69787,5.86778,0.03281,0.79814,0.73949,0.03016,0.0036,0.00121,0.00031,0.01707,0.00148,0.0002,9e-05,2.57342,4.65397,5.99913,0.03481,0,0,0.000313446,0.000313446,0.000313446
87,2995.2,2.65717,4.70984,5.86609,0.03299,0.80156,0.74039,0.03368,0.00389,0.0012,0.00031,0.01895,0.00171,0.0002,0.0001,2.5741,4.64646,5.99906,0.0348,0,0,0.000308734,0.000308734,0.000308734
88,3028.61,2.6471,4.70032,5.87296,0.03247,0.78995,0.73304,0.03439,0.00355,0.00114,0.00028,0.02037,0.00171,0.00021,0.00011,2.57486,4.64084,5.99658,0.03481,0,0,0.000304021,0.000304021,0.000304021
89,3062.39,2.65745,4.69379,5.8722,0.03326,0.80738,0.72995,0.03524,0.00393,0.00115,0.00029,0.01991,0.00175,0.00019,9e-05,2.57632,4.63772,6.02788,0.0348,0,0,0.000299309,0.000299309,0.000299309
90,3095.9,2.6603,4.70801,5.85851,0.03337,0.80208,0.73496,0.03315,0.0038,0.00129,0.00036,0.01967,0.00168,0.00019,0.0001,2.57677,4.63363,6.00688,0.03485,0,0,0.000294596,0.000294596,0.000294596
91,3129.48,2.64663,4.70011,5.86571,0.03309,0.80397,0.73215,0.0267,0.00349,0.0012,0.0003,0.0135,0.00136,0.00018,9e-05,2.57542,4.64633,5.99789,0.03484,0,0,0.000289884,0.000289884,0.000289884
92,3163.14,2.64026,4.69472,5.87685,0.03316,0.80509,0.72995,0.03488,0.00383,0.00124,0.00032,0.02356,0.00177,0.00022,0.0001,2.5789,4.6471,6.00524,0.03486,0,0,0.000285172,0.000285172,0.000285172
